"css-4rbku5 href","css-9pa8cd src","css-4rbku5 href 2","css-901oao","css-901oao 2","css-901oao 3","css-4rbku5 href 4","css-4rbku5","css-901oao 4","css-4rbku5 2","css-4rbku5 href 5","css-901oao 5","css-4rbku5 3","css-4rbku5 href 6","css-901oao 6","css-4rbku5 4","css-4rbku5 href 7","css-901oao 7","css-4rbku5 href 8","css-9pa8cd src 2","css-4rbku5 href 9","css-9pa8cd src 3","css-901oao 8","css-901oao 9","css-901oao 10","css-4rbku5 href 10","css-901oao 11","css-901oao 12","css-4rbku5 5","css-4rbku5 href 11","css-901oao 13","r-1p0dtai src","css-9pa8cd src 4","css-901oao 15","css-4rbku5 href 16","css-901oao 16"
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_normal.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1645939796316139521","11 abr.","Muchas gracias al","@GobiernoMx","https://twitter.com/GobiernoMX",", a","@rosaicela_","https://twitter.com/rosaicela_",", y a los secretarios de","@SSPGobPue","https://twitter.com/SSPGobPue",",","https://twitter.com/OHarfuch/status/1645939796316139521/photo/1","https://pbs.twimg.com/media/FteNhPnaMAATmBe?format=jpg&name=small","https://twitter.com/OHarfuch/status/1645939796316139521/photo/2","https://pbs.twimg.com/media/FteNhPvaUAAraZq?format=jpg&name=small","46","171","570","https://twitter.com/OHarfuch/status/1645939796316139521/analytics","28,4 mil",",","@SS_Edomex","https://twitter.com/SS_Edomex",",","","","y","https://twitter.com/CES_Morelos",", por la coordinación constante para llevar a cabo investigaciones y detenciones que ayudan a frenar la violencia aquí en CDMX."
"https://twitter.com/Tostitos_Mx","https://pbs.twimg.com/profile_images/1519362695539179520/iX-BPP69_normal.jpg","https://twitter.com/Tostitos_Mx","Tweet promocionado","Tostitos Mx","@Tostitos_Mx","https://twitter.com/hashtag/SiempreHayConQu%C3%A9?src=hashtag_click","#SiempreHayConQué","¿Tú en qué parte de la casa prefieres comer tus Tostitos®?","","","","","","","","","","https://twitter.com/Tostitos_Mx/status/1673822368710664192/analytics","https://pbs.twimg.com/ext_tw_video_thumb/1673822277039960065/pu/img/wcTnjgeJ_ixpd35d.jpg","","","28","128","1.205","","9,2 M","Promocionado","","","","blob:https://twitter.com/ace65d1c-2d40-480e-aa4e-44b99ebb2767","","","",""
"https://twitter.com/rosaicela_","https://pbs.twimg.com/profile_images/1557560158007468034/32idytpF_normal.jpg","https://twitter.com/rosaicela_","Rosa Icela Rodríguez Velázquez","@rosaicela_","·","https://twitter.com/rosaicela_/status/1645887519861673984","11 abr.","Reconocemos el gran trabajo que se ha hecho en materia de seguridad en la","@Claudiashein","https://twitter.com/Claudiashein","por la coordinación","@OHarfuch","https://twitter.com/OHarfuch","leer descripción de la imagen","#CDMX","https://twitter.com/hashtag/CDMX?src=hashtag_click","ALT","https://twitter.com/Claudiashein/status/1645886805798170624/photo/1","https://pbs.twimg.com/media/FtddU3yaIAEUSox?format=jpg&name=small","","","213","765","920","https://twitter.com/rosaicela_/status/1645887519861673984/analytics","33,7 mil","","@lopezobrador_","https://twitter.com/lopezobrador_","Citar Tweet","","https://pbs.twimg.com/profile_images/1658185823010066433/ADCtGM0f_mini.jpg","retwitteó","https://twitter.com/OHarfuch","Omar Garcia Harfuch"
"https://twitter.com/Claudiashein","https://pbs.twimg.com/profile_images/1658185823010066433/ADCtGM0f_normal.jpg","https://twitter.com/Claudiashein","Dra. Claudia Sheinbaum","@Claudiashein","·","https://twitter.com/Claudiashein/status/1645886805798170624","11 abr.","Con el gusto de estar siempre con la secretaria","@rosaicela_","https://twitter.com/rosaicela_",", quien desempeña una gran labor para la pacificación del país.","","","leer descripción de la imagen","","","ALT","https://twitter.com/Claudiashein/status/1645886805798170624/photo/1","https://pbs.twimg.com/media/FtddU3yaIAEUSox?format=jpg&name=small","","","613","584","1.197","https://twitter.com/Claudiashein/status/1645886805798170624/analytics","118,5 mil","","","","","","","retwitteó","https://twitter.com/OHarfuch","Omar Garcia Harfuch"
"https://twitter.com/Claudiashein","https://pbs.twimg.com/profile_images/1658185823010066433/ADCtGM0f_normal.jpg","https://twitter.com/Claudiashein","Dra. Claudia Sheinbaum","@Claudiashein","·","https://twitter.com/Claudiashein/status/1645878333669003264","11 abr.","Asistimos a la Primera Reunión Regional de la Zona Centro 2023 de la Conferencia Nacional de Secretarias y Secretarios de Seguridad Pública. Agradecemos a la secretaria","@rosaicela_","https://twitter.com/rosaicela_","por la convocatoria, va a ser muy importante para ampliar la coordinación de nuestras entidades.…","","","Mostrar más","","","","https://twitter.com/Claudiashein/status/1645878333669003264/photo/1","https://pbs.twimg.com/media/FtdVnsaaEAA8CDZ?format=jpg&name=small","","","124","590","1.238","https://twitter.com/Claudiashein/status/1645878333669003264/analytics","58,4 mil","","","","","","","retwitteó","https://twitter.com/OHarfuch","Omar Garcia Harfuch"
"https://twitter.com/Claudiashein","https://pbs.twimg.com/profile_images/1658185823010066433/ADCtGM0f_normal.jpg","https://twitter.com/Claudiashein","Dra. Claudia Sheinbaum","@Claudiashein","·","https://twitter.com/Claudiashein/status/1644167801945325568","6 abr.","No hay lesionados. El incendio ocurre en bodegas de cajas y tarimas de la central de abasto. Seguimos informando.","","","","","","","","","","","","","","258","620","1.490","https://twitter.com/Claudiashein/status/1644167801945325568/analytics","178,9 mil","","","","","","","retwitteó","https://twitter.com/OHarfuch","Omar Garcia Harfuch"
"https://twitter.com/disneyplusla","https://pbs.twimg.com/profile_images/1561799744485294087/P8G7VnLv_normal.jpg","https://twitter.com/disneyplusla","Tweet promocionado","Disney+ Latinoamérica","@disneyplusla","https://twitter.com/hashtag/GuardianesDeLaGalaxia?src=hashtag_click","#GuardianesDeLaGalaxia","Su última misión fue épica, ¿la volvemos a vivir?","#DisneyPlus","https://twitter.com/hashtag/DisneyPlus?src=hashtag_click",": Volumen 3, estreno 2 de agosto en","","","disneyplus.com","","https://ad.doubleclick.net/ddm/clk/562869960;372328686;f?twclid=21pwio0j3gaiacckyhx07ue8e4","Guardianes de la Galaxia En Disney+","https://twitter.com/disneyplusla/status/1684184748103442433/analytics","","","https://pbs.twimg.com/media/F1lncY_XsAIgO3r.jpg","8","135","","","135,7 mil","Promocionado","","","","blob:https://twitter.com/5d9bc457-154b-4231-bb49-f10b47f5ee96","",".","",""
"https://twitter.com/Claudiashein","https://pbs.twimg.com/profile_images/1658185823010066433/ADCtGM0f_normal.jpg","https://twitter.com/Claudiashein","Dra. Claudia Sheinbaum","@Claudiashein","·","https://twitter.com/Claudiashein/status/1644167099244245000","6 abr.","Llegan bomberos de diferentes zonas de la Ciudad, pipas de diferentes alcaldías. Seguridad ciudadana con cientos de elementos para controlar el incendio.","","","","","","","","","","","","","","197","662","2.134","https://twitter.com/Claudiashein/status/1644167099244245000/analytics","359,7 mil","","","","","","","retwitteó","https://twitter.com/OHarfuch","Omar Garcia Harfuch"
"https://twitter.com/Claudiashein","https://pbs.twimg.com/profile_images/1658185823010066433/ADCtGM0f_normal.jpg","https://twitter.com/Claudiashein","Dra. Claudia Sheinbaum","@Claudiashein","·","https://twitter.com/Claudiashein/status/1644156321858551809","6 abr.","Incendio en la central de abasto. Zona de almacenamiento de cajas. Sin heridos reportados hasta ahora. Laborando","@SSC_CDMX","https://twitter.com/SSC_CDMX",", bomberos, protección civil y SACMEX. Se encuentra en el área DG de Central de Abasto y secretaria de protección civil. En breve más información.","","","","","","","","","","","251","892","1.812","https://twitter.com/Claudiashein/status/1644156321858551809/analytics","203,2 mil","","","","","","","retwitteó","https://twitter.com/OHarfuch","Omar Garcia Harfuch"
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_normal.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1643291463659167745","4 abr.","En acciones simultáneas en","@GobMilpaAlta","https://twitter.com/GobMilpaAlta",",","@TlalpanAl","https://twitter.com/TlalpanAl",",","","","y","https://twitter.com/OHarfuch/status/1643291463659167745/photo/1","https://pbs.twimg.com/media/Fs4k23JaEAAdsv6?format=jpg&name=small","https://twitter.com/OHarfuch/status/1643291463659167745/photo/3","https://pbs.twimg.com/media/Fs4k23HaMAE3sVW?format=jpg&name=360x360","72","269","1.041","https://twitter.com/OHarfuch/status/1643291463659167745/analytics","124,9 mil",", La","@ALaMagdalenaC","https://twitter.com/ALaMagdalenaC",",","","https://pbs.twimg.com/media/Fs4k23NaQAIfkC5?format=jpg&name=360x360",", detuvieron a 7 personas, aseguraron armas largas y cortas, droga,chalecos balísticos. Todos los días trabajamos para reducir la violencia en CDMX.","https://twitter.com/SEMAR_mx",""
"https://twitter.com/Claudiashein","https://pbs.twimg.com/profile_images/1658185823010066433/ADCtGM0f_normal.jpg","https://twitter.com/Claudiashein","Dra. Claudia Sheinbaum","@Claudiashein","·","https://twitter.com/Claudiashein/status/1643080888547254272","3 abr.","Me informa","@SGIRPC_CDMX","https://twitter.com/SGIRPC_CDMX","Y","@SSC_CDMX","https://twitter.com/SSC_CDMX","que han concluido los protocolos de revisión sin novedad alguna. Saldo blanco. 

Gracias a todo el equipo del Gobierno de la Ciudad de México por su trabajo.","","","","","","","","128","801","1.851","https://twitter.com/Claudiashein/status/1643080888547254272/analytics","131,3 mil","","@C5_CDMX","https://twitter.com/C5_CDMX","","","","retwitteó","https://twitter.com/OHarfuch","Omar Garcia Harfuch"
"https://twitter.com/DITOGAMESch","https://pbs.twimg.com/profile_images/1606272174599421952/-bf3eG_a_normal.jpg","https://twitter.com/DITOGAMESch","Tweet promocionado","DITOGAMES","@DITOGAMESch","","","If you own a mouse, you will never turn off your computer again.","","","","","","navy.quest","","https://navy.quest/?r=twinq1wwd&twclid=26cfyp8f598l97yc7scz1gt4cq","Play for free. No Install.","https://twitter.com/DITOGAMESch/status/1677317292605206528/analytics","","","https://pbs.twimg.com/amplify_video_thumb/1677314833048272896/img/ameqwY1iFDkSKuZF.jpg","792","90","318","","460,6 mil","Promocionado","","","","blob:https://twitter.com/77f75534-05e4-480e-b947-c30688f5096b","","","",""
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_normal.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1643074341104504832","3 abr.","Alerta sísmica. Inicia sobrevuelo de Cóndores. En breve informamos.","","","","","","","","","","","","","","68","249","1.405","https://twitter.com/OHarfuch/status/1643074341104504832/analytics","195 mil","","","","","","","","",""
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_normal.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1642896576539422726","3 abr.","Este fin de semana compañeros de","@SSC_CDMX","https://twitter.com/SSC_CDMX","realizaron 5,139 revisiones a motocicletas, 737 fueron llevadas al corralón en","@AlcCuauhtemocMx","https://twitter.com/AlcCuauhtemocMx",",","","","e","https://twitter.com/OHarfuch/status/1642896576539422726/photo/1","https://pbs.twimg.com/media/Fsy9uidWAAA9awT?format=jpg&name=small","https://twitter.com/OHarfuch/status/1642896576539422726/photo/2","https://pbs.twimg.com/media/Fsy9uidWIAAy4yn?format=jpg&name=360x360","153","224","1.072","https://twitter.com/OHarfuch/status/1642896576539422726/analytics","95,2 mil",". Estas acciones se realizan para continuar con la disminución de delitos violentos a bordo de motos","@AlcaldiaAO","https://twitter.com/AlcaldiaAO","","","","","",""
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_normal.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1641132298081796117","29 mar.","En acciones simultáneas en 3 alcaldías, compañeros de","@SSC_CDMX","https://twitter.com/SSC_CDMX",",","@FiscaliaCDMX","https://twitter.com/FiscaliaCDMX","y","#CNI","https://twitter.com/hashtag/CNI?src=hashtag_click",", detuvieron a 3 personas relacionadas con préstamos gota a gota; se aseguraron 260 mil dólares, droga y 2 vehículos. Con investigación combatimos delitos de alto impacto para prevenir violencia.","https://twitter.com/OHarfuch/status/1641132298081796117/photo/1","https://pbs.twimg.com/media/FsZ5ID2WABcnOrb?format=jpg&name=small","","","76","325","1.154","https://twitter.com/OHarfuch/status/1641132298081796117/analytics","59,8 mil","","","","","","","","",""
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_normal.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1640809435323944979","28 mar.","En","@TlalpanAl","https://twitter.com/TlalpanAl",", compañeros de","@SSC_CDMX","https://twitter.com/SSC_CDMX","detuvieron a un hombre y se aseguró un arma corta, una subametralladora, cartuchos, cargadores y dosis de droga en un compartimiento oculto. Las revisiones preventivas nos permiten inhibir delitos y sobre todo prevenir homicidios y violencia","","","0:26","","https://pbs.twimg.com/ext_tw_video_thumb/1640809383406850052/pu/img/l5LjYj2r3efBrYmx.jpg","https://twitter.com/OHarfuch/status/1640809435323944979/photo/2","https://pbs.twimg.com/media/FsVTcNsXwAEgvad?format=jpg&name=small","82","287","1.266","https://twitter.com/OHarfuch/status/1640809435323944979/analytics","70,5 mil","","","","","blob:https://twitter.com/cf13b7bd-1f88-4e2e-8d9c-f3fecca22264","","","",""
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_normal.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1637868881879392298","20 mar.","Una rápida intervención de compañeros de","@SSC_CDMX","https://twitter.com/SSC_CDMX","en","@BJAlcaldia","https://twitter.com/BJAlcaldia",", permitió que se frustrara el asalto a una tienda de venta de computadoras y celulares;hay tres detenidos y una arma de fuego asegurada; además se recuperó la mercancía valuada en 8 millones de pesos.","","","","https://twitter.com/OHarfuch/status/1637868881879392298/photo/1","https://pbs.twimg.com/media/FrrhEO2WYFAaafw?format=jpg&name=small","","","78","340","1.459","https://twitter.com/OHarfuch/status/1637868881879392298/analytics","69,5 mil","","","","","","","","",""
"https://twitter.com/ECLTFoundation","https://pbs.twimg.com/profile_images/1000054415901057025/zZHPZQra_normal.jpg","https://twitter.com/ECLTFoundation","Tweet promocionado","The ECLT Foundation","@ECLTFoundation","https://twitter.com/hashtag/childlabour?src=hashtag_click","#childlabour","Since 2000, we have reached over 1,086,000 children, farmers, and families in the fight against","bit.ly/43jATf6","https://t.co/TLZnrO0AlQ?twclid=2vj0uurxfyuom3ojohslws3e5",".

We are pleased to share an excerpt from that journey: our 2021-2022 Communication on Engagement to","@GlobalCompact","https://twitter.com/ECLTFoundation/status/1678351466535301122/photo/1","","","https://twitter.com/globalcompact","","https://twitter.com/ECLTFoundation/status/1678351466535301122/analytics","https://pbs.twimg.com/media/F0qzrmYXsAQ2gjx?format=jpg&name=120x120","","","17","127","1.058","","4,3 M","Promocionado","","","https://","","",".

Download it here:","",""
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_normal.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1636719219139301386","17 mar.","Derivado de una persecución que inició en","@SSC_CDMX","https://twitter.com/SSC_CDMX",", donde dos policías municipales fueron agredidos con armas de fuego,","@AlcaldiaAO","https://twitter.com/AlcaldiaAO","detuvo a 7 personas en","#Edomex","https://twitter.com/hashtag/Edomex?src=hashtag_click",". Lamentablemente, tenemos un compañero que perdió la vida, al igual que dos compañeros de EdoMex.","https://twitter.com/OHarfuch/status/1636719219139301386/photo/1","https://pbs.twimg.com/media/FrbLdDKaUAEE7t0?format=jpg&name=360x360","https://twitter.com/OHarfuch/status/1636719219139301386/photo/2","https://pbs.twimg.com/media/FrbLdDLaUAAaDjM?format=jpg&name=small","268","775","2.648","https://twitter.com/OHarfuch/status/1636719219139301386/analytics","263,7 mil","","","","","","","","",""
"https://twitter.com/Claudiashein","https://pbs.twimg.com/profile_images/1658185823010066433/ADCtGM0f_normal.jpg","https://twitter.com/Claudiashein","Dra. Claudia Sheinbaum","@Claudiashein","·","https://twitter.com/Claudiashein/status/1636541792601473024","16 mar.","En seguimiento a la investigación del atentado en contra de","@CiroGomezL","https://twitter.com/CiroGomezL",", esta noche fue detenida por","@SSC_CDMX","https://twitter.com/SSC_CDMX","y","","","con apoyo de CNI una mujer Leslie “N” quien también se le relaciona con casos de extorsión; se suma a las 12 personas ya detenidas.","https://twitter.com/Claudiashein/status/1636541792601473024/photo/1","https://pbs.twimg.com/media/FrYqFh3aEAAaZLB?format=jpg&name=small","","","121","892","1.642","https://twitter.com/Claudiashein/status/1636541792601473024/analytics","85,9 mil","","@FiscaliaCDMX","https://twitter.com/FiscaliaCDMX","","","","retwitteó","https://twitter.com/OHarfuch","Omar Garcia Harfuch"
